Submission ID,What is your age?,How many cups of coffee do you typically drink per day?,Where do you typically drink coffee?,How do you brew coffee at home?,How else do you brew coffee at home?,"On the go, where do you typically purchase coffee?",Where else do you purchase coffee?,What is your favorite coffee drink?,Please specify what your favorite coffee drink is,Do you usually add anything to your coffee?,What else do you add to your coffee?,What kind of dairy do you add?,"Before today's tasting, which of the following best described what kind of coffee you like?",How strong do you like your coffee?,What roast level of coffee do you prefer?,How much caffeine do you like in your coffee?,"Lastly, how would you rate your own coffee expertise?","Between Coffee A, Coffee B, and Coffee C which did you prefer?","Between Coffee A and Coffee D, which did you prefer?","Lastly, what was your favorite overall coffee?",Do you work from home or in person?,"In total, much money do you typically spend on coffee in a month?",Other reason for drinking coffee,Do you like the taste of coffee?,Do you know where your coffee comes from?,What is the most you've ever paid for a cup of coffee?,What is the most you'd ever be willing to pay for a cup of coffee?,Do you feel like you’re getting good value for your money when you buy coffee at a cafe?,Approximately how much have you spent on coffee equipment in the past 5 years?,Do you feel like you’re getting good value for your money with regards to your coffee equipment?,Gender,Education Level,Ethnicity/Race,Employment Status,Number of Children,Political Affiliation
7dJLP9,25-34 years old,3,"At home, At the office","Pour over, Espresso, Coffee extract (e.g. Cometeer), French press",,,,Pourover,,No - just black,,,Fruity,Somewhat strong,Light,Full caffeine,4,Coffee A,Coffee D,Coffee D,I primarily work in person,>$100,,Yes,Yes,More than $20,More than $20,No,"More than $1,000",No,Male,Bachelor's degree,White/Caucasian,Employed full-time,None,Democrat
DVXkPX,25-34 years old,4,"At home, At the office, On the go, At a cafe",Espresso,,Local cafe,,Cappuccino,,"No - just black, Milk, dairy alternative, or coffee creamer",,"Oat milk, Skim milk",Floral,Somewhat strong,Medium,Full caffeine,7,Coffee B,Coffee D,Coffee D,I do a mix of both,$40-$60,,Yes,Yes,$8-$10,$8-$10,Yes,"More than $1,000",Yes,Male,Master's degree,White/Caucasian,Employed full-time,None,Democrat
ZdGEWv,45-54 years old,Less than 1,At home,Bean-to-cup machine,,,,Mocha,,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",,Oat milk,Chocolatey,Somewhat light,Light,Half caff,1,Coffee C,Coffee D,Coffee C,I primarily work in person,<$20,,Yes,No,$4-$6,$4-$6,No,$20-$50,Yes,Female,Bachelor's degree,White/Caucasian,Employed part-time,3,No affiliation
6d1jYN,25-34 years old,1,At home,Coffee brewing machine (e.g. Mr. Coffee),,,,Americano,,"No - just black, Milk, dairy alternative, or coffee creamer",,Coffee creamer,Full Bodied,Somewhat strong,Medium,Full caffeine,2,Coffee C,Coffee A,Coffee C,I primarily work in person,<$20,,Yes,No,$6-$8,$8-$10,No,$20-$50,Yes,Male,High school graduate,White/Caucasian,Employed full-time,,Independent
EPBde2,35-44 years old,2,At home,"Espresso, Pour over, Coffee extract (e.g. Cometeer), Other",Siphon,,,Espresso,,No - just black,,,Fruity,Somewhat strong,Light,Full caffeine,7,Coffee A,Coffee D,Coffee D,I primarily work from home,$60-$80,,Yes,Yes,$6-$8,More than $20,Yes,$500-$1000,Yes,Male,Some college or associate's degree,White/Caucasian,Employed full-time,None,Democrat
WAeEMN,18-24 years old,2,"At home, At the office","Espresso, Cold brew",,,,Latte,,"Milk, dairy alternative, or coffee creamer",,Whole milk,Nutty,Medium,Light,Full caffeine,7,Coffee C,Coffee A,Coffee A,I primarily work in person,$20-$40,,Yes,Yes,$6-$8,$8-$10,Yes,$500-$1000,Yes,Male,Some college or associate's degree,Native American/Alaska Native,Employed full-time,None,Democrat
PA21Nx,25-34 years old,1,At home,Espresso,,,,Latte,,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",,Whole milk,Bright,Medium,Light,Full caffeine,3,Coffee B,Coffee D,Coffee D,I primarily work from home,<$20,,Yes,No,More than $20,More than $20,Yes,"More than $1,000",Yes,Female,Bachelor's degree,Other,Employed full-time,None,Democrat
jB06VJ,25-34 years old,2,"At a cafe, At home, At the office","Pour over, Other",Aeropress,,,Pourover,,"No - just black, Milk, dairy alternative, or coffee creamer",,Half and half,Nutty,Somewhat strong,Medium,Full caffeine,5,Coffee A,Coffee D,Coffee A,I do a mix of both,$20-$40,,Yes,Yes,$6-$8,$4-$6,Yes,$100-$300,Yes,Male,Master's degree,White/Caucasian,Employed full-time,None,Independent
OAj46g,45-54 years old,2,At home,Other,Aeropress,,,Pourover,,Sugar or sweetener,,,Full Bodied,Somewhat strong,Light,Full caffeine,7,Coffee C,Coffee A,Coffee C,I primarily work from home,$40-$60,,Yes,Yes,$8-$10,$8-$10,Yes,$20-$50,Yes,Male,Bachelor's degree,Other,Employed full-time,None,No affiliation
VZ9Qvv,25-34 years old,1,"At home, At the office",Pour over,,,,Pourover,,No - just black,,,Fruity,Somewhat strong,Medium,Full caffeine,6,Coffee A,Coffee D,Coffee D,I primarily work in person,,,Yes,Yes,,,,,,Male,Bachelor's degree,White/Caucasian,Employed full-time,2,
KMP57A,25-34 years old,2,At home,"Cold brew, Espresso, French press",,,,Americano,,"No - just black, Milk, dairy alternative, or coffee creamer, Flavor syrup",,Whole milk,Full Bodied,Very strong,Medium,Full caffeine,8,Coffee C,Coffee A,Coffee C,I primarily work from home,$60-$80,,Yes,Yes,$8-$10,$10-$15,Yes,$500-$1000,Yes,Male,Bachelor's degree,White/Caucasian,Employed full-time,None,No affiliation
oA0RGM,35-44 years old,2,"At home, At the office, On the go, At a cafe",Pour over,,Specialty coffee shop,,Pourover,,No - just black,,,Full Bodied,Medium,Light,Full caffeine,7,,,,,,,,,,,,,,,,,,,
42178d,25-34 years old,1,"At home, At a cafe, At the office",French press,,,,Latte,,No - just black,,,Fruity,Medium,Light,,6,,,,,,,,,,,,,,,,,,,
bl2j0g,18-24 years old,Less than 1,"At home, On the go",Instant coffee,,Deli or supermarket,,Blended drink (e.g. Frappuccino),,Flavor syrup,,,Chocolatey,Somewhat strong,Medium,Full caffeine,1,Coffee B,Coffee D,Coffee B,I primarily work from home,<$20,,Yes,No,$6-$8,$6-$8,No,Less than $20,No,Female,Bachelor's degree,White/Caucasian,Unemployed,None,Democrat
PA29Rb,<18 years old,Less than 1,"At home, On the go, At a cafe","Pour over, French press",,Specialty coffee shop,,Latte,,"No - just black, Milk, dairy alternative, or coffee creamer, Other, Flavor syrup",lavendar,Whole milk,Bright,Medium,Light,Full caffeine,3,Coffee A,Coffee A,Coffee A,I primarily work from home,<$20,,Yes,No,Less than $2,More than $20,No,Less than $20,Yes,Female,Less than high school,White/Caucasian,Student,None,No affiliation
KMPxY7,25-34 years old,3,"At home, At the office","Pour over, French press, Cold brew, Other",Aeropress,,,Latte,,No - just black,,,Fruity,Medium,Light,Full caffeine,8,Coffee C,Coffee D,Coffee D,I primarily work in person,$40-$60,It allows a zen moment in the day to take a break and enjoy something I love.,Yes,Yes,$8-$10,$10-$15,Yes,$300-$500,Yes,Male,Master's degree,Asian/Pacific Islander,Student,None,Independent
9d6ZDK,25-34 years old,1,At home,Pour over,,,,Regular drip coffee,,No - just black,,,Bright,Medium,Light,Half caff,6,Coffee A,Coffee D,Coffee D,I primarily work from home,$20-$40,,Yes,Yes,$6-$8,$8-$10,Yes,$50-$100,Yes,Non-binary,Bachelor's degree,White/Caucasian,Employed full-time,None,Democrat
aBj4EZ,55-64 years old,4,At home,French press,,,,Americano,,No - just black,,,Full Bodied,Somewhat strong,French,Full caffeine,5,Coffee C,Coffee A,Coffee C,,,,,,,,,,,,,,,,
zK0M20,35-44 years old,1,"At home, At the office","Pour over, Pod/capsule machine (e.g. Keurig/Nespresso), Coffee extract (e.g. Cometeer), Cold brew, French press",,,,Blended drink (e.g. Frappuccino),,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",,Half and half,Sweet,Medium,Blonde,Full caffeine,5,Coffee B,Coffee A,Coffee B,I do a mix of both,$20-$40,,Yes,Yes,$6-$8,$6-$8,No,$100-$300,Yes,Male,Bachelor's degree,White/Caucasian,Employed full-time,1,Democrat
MAra58,25-34 years old,2,"At home, On the go, At a cafe",Pour over,,"Deli or supermarket, Specialty coffee shop, Local cafe",,Cappuccino,,"Milk, dairy alternative, or coffee creamer, Flavor syrup, No - just black",,"Half and half, Whole milk, Coffee creamer, Flavored coffee creamer, Oat milk, Almond milk, Soy milk",Chocolatey,Somewhat strong,Medium,Full caffeine,3,Coffee B,Coffee A,Coffee B,I primarily work from home,$60-$80,,Yes,No,$6-$8,$10-$15,No,"More than $1,000",Yes,Female,High school graduate,White/Caucasian,Employed part-time,None,No affiliation
jB0ovx,25-34 years old,3,"At home, At the office, On the go","French press, Pour over, Instant coffee",,Local cafe,,Latte,,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener, Flavor syrup",,Whole milk,Chocolatey,Somewhat strong,Medium,Full caffeine,4,Coffee C,Coffee D,Coffee C,I do a mix of both,>$100,,Yes,Yes,$6-$8,$8-$10,Yes,$100-$300,Yes,Female,Master's degree,White/Caucasian,Employed full-time,None,Democrat
dYZ08o,25-34 years old,Less than 1,At a cafe,,,,,Latte,,"Milk, dairy alternative, or coffee creamer, Flavor syrup",,Whole milk,Nutty,Weak,Light,Decaf,1,Coffee A,Coffee D,Coffee D,I primarily work from home,<$20,,No,No,$6-$8,$6-$8,Yes,Less than $20,,Female,Master's degree,White/Caucasian,Employed full-time,None,Democrat
PA29Pb,25-34 years old,1,At home,"French press, Coffee brewing machine (e.g. Mr. Coffee)",,,,Americano,,No - just black,,,Full Bodied,Somewhat strong,Dark,Full caffeine,6,Coffee C,Coffee A,Coffee C,I primarily work in person,$20-$40,,Yes,Yes,$6-$8,$6-$8,Yes,$100-$300,Yes,Male,,White/Caucasian,Employed full-time,None,
xd0Dlr,25-34 years old,Less than 1,At home,Other,Aeropress,,,Iced coffee,,No - just black,,,Fruity,Somewhat strong,Medium,Full caffeine,6,Coffee A,Coffee D,Coffee D,I primarily work in person,<$20,,Yes,Yes,$4-$6,$8-$10,Yes,$100-$300,Yes,Male,Bachelor's degree,White/Caucasian,Employed full-time,None,Republican
J2VlWo,35-44 years old,4,"At the office, At home",Coffee brewing machine (e.g. Mr. Coffee),,,,Pourover,,"No - just black, Milk, dairy alternative, or coffee creamer",,Half and half,Floral,Somewhat strong,Light,Full caffeine,6,Coffee A,Coffee D,Coffee D,I primarily work in person,$40-$60,,Yes,Yes,$8-$10,$8-$10,Yes,$100-$300,Yes,Male,Doctorate or professional degree,White/Caucasian,Employed full-time,None,Republican
dYZ0pA,25-34 years old,1,At home,Espresso,,,,Latte,,"Milk, dairy alternative, or coffee creamer, Flavor syrup",,Oat milk,Full Bodied,Medium,Medium,Full caffeine,3,Coffee B,Coffee D,Coffee B,I primarily work from home,$20-$40,,Yes,Yes,$6-$8,$10-$15,Yes,$500-$1000,Yes,Female,Bachelor's degree,White/Caucasian,Unemployed,1,
aBj40Z,45-54 years old,3,At home,Other,Aeropress,,,Other,Aeropress coffee with a small amount of half and half.,"Milk, dairy alternative, or coffee creamer",,Half and half,Nutty,Somewhat strong,Dark,Full caffeine,5,Coffee C,Coffee D,Coffee C,I primarily work from home,$20-$40,,Yes,Yes,$8-$10,$10-$15,Yes,$300-$500,Yes,Male,Some college or associate's degree,White/Caucasian,Employed full-time,1,
7dJKYz,25-34 years old,2,At home,"Cold brew, Pour over, Other",Aeropress,,,Iced coffee,,No - just black,,,Fruity,Somewhat strong,Light,Full caffeine,6,Coffee A,Coffee D,Coffee D,I primarily work from home,$40-$60,,Yes,Yes,$6-$8,$6-$8,No,$300-$500,Yes,Male,Master's degree,White/Caucasian,Employed full-time,None,Democrat
MAraqY,>65 years old,3,At home,"Coffee brewing machine (e.g. Mr. Coffee), Pour over, Espresso",,,,Pourover,,No - just black,,,Bright,Somewhat strong,Light,Full caffeine,7,Coffee C,Coffee A,Coffee C,I primarily work from home,$20-$40,,Yes,Yes,$8-$10,$8-$10,Yes,$500-$1000,Yes,Male,Doctorate or professional degree,White/Caucasian,Retired,1,Democrat
WAeRaL,25-34 years old,1,At home,Espresso,,,,Latte,,"Sugar or sweetener, Milk, dairy alternative, or coffee creamer",,Whole milk,Full Bodied,Somewhat strong,Medium,Full caffeine,5,Coffee C,Coffee A,Coffee C,I primarily work from home,$20-$40,,Yes,No,$6-$8,,,$500-$1000,,Female,Bachelor's degree,Asian/Pacific Islander,Unemployed,None,No affiliation
XeRoaz,25-34 years old,1,At home,Espresso,,,,Latte,,"No - just black, Milk, dairy alternative, or coffee creamer",,Whole milk,Bright,Very strong,Dark,Full caffeine,4,Coffee B,Coffee A,Coffee B,I primarily work from home,$20-$40,,Yes,Yes,$6-$8,$10-$15,Yes,$500-$1000,Yes,Male,Bachelor's degree,White/Caucasian,Employed full-time,1,
VZ9Pya,25-34 years old,2,At home,Espresso,,,,Latte,,"Milk, dairy alternative, or coffee creamer",,Whole milk,Fruity,Very strong,Light,Full caffeine,5,Coffee A,Coffee A,Coffee A,I primarily work from home,$40-$60,,Yes,Yes,$8-$10,$8-$10,Yes,"More than $1,000",Yes,Male,Bachelor's degree,Asian/Pacific Islander,Employed full-time,None,No affiliation
24bAoL,25-34 years old,1,"At the office, At home","Coffee extract (e.g. Cometeer), Pod/capsule machine (e.g. Keurig/Nespresso)",,,,Latte,,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",,Whole milk,Sweet,Medium,Medium,Full caffeine,5,Coffee C,Coffee D,Coffee C,I primarily work in person,$20-$40,,Yes,No,$8-$10,$8-$10,No,$100-$300,No,Female,Bachelor's degree,Asian/Pacific Islander,Employed full-time,None,Democrat
6d1KqA,25-34 years old,2,"At the office, At home, At a cafe",Pour over,,,,Pourover,,No - just black,,,Fruity,Somewhat strong,Light,Full caffeine,7,Coffee A,Coffee D,Coffee D,I primarily work from home,$20-$40,,Yes,Yes,$8-$10,$10-$15,Yes,$100-$300,Yes,Male,Bachelor's degree,White/Caucasian,Employed full-time,None,Democrat
EPBlyl,25-34 years old,1,At home,Pour over,,,,Regular drip coffee,,No - just black,,,Sweet,Medium,Medium,Full caffeine,3,Coffee C,Coffee D,Coffee C,,,,,,,,,,,,,,,,
WAeRxk,55-64 years old,1,At home,Other,Stovetop mocha pot,,,Espresso,,No - just black,,,Full Bodied,Very strong,Medium,Full caffeine,3,Coffee C,Coffee A,Coffee C,I primarily work from home,<$20,,Yes,No,$4-$6,$4-$6,No,$20-$50,Yes,Male,Master's degree,White/Caucasian,Retired,2,
5dl90b,25-34 years old,2,"At home, At a cafe, On the go","Pour over, Espresso",,"Deli or supermarket, Specialty coffee shop, Local cafe",,Americano,,"No - just black, Milk, dairy alternative, or coffee creamer, Flavor syrup",,"Whole milk, Half and half, Coffee creamer, Flavored coffee creamer",Floral,Medium,Light,Full caffeine,7,Coffee A,Coffee A,Coffee A,I primarily work from home,$40-$60,I enjoy the process of making a pour over coffee.,Yes,Yes,$6-$8,More than $20,No,"More than $1,000",Yes,Male,Bachelor's degree,White/Caucasian,Employed full-time,None,No affiliation
OAjXOY,18-24 years old,2,"At a cafe, On the go, At home",Espresso,,"Specialty coffee shop, Local cafe",,Latte,,No - just black,,,Full Bodied,Somewhat strong,Medium,Full caffeine,7,Coffee A,Coffee A,Coffee A,I do a mix of both,$40-$60,,Yes,Yes,$8-$10,$8-$10,Yes,$500-$1000,Yes,Male,Bachelor's degree,White/Caucasian,Student,None,Democrat
RzZojd,25-34 years old,1,At home,"Pour over, Espresso",,,,Latte,,No - just black,,,Juicy,Very strong,Medium,Full caffeine,6,Coffee B,Coffee D,Coffee D,I primarily work from home,$60-$80,,Yes,Yes,$15-$20,More than $20,No,"More than $1,000",Yes,Male,Master's degree,White/Caucasian,Employed full-time,None,No affiliation
24bA0e,25-34 years old,2,"At home, At the office",Pour over,,,,Pourover,,No - just black,,,Chocolatey,Medium,Dark,Full caffeine,6,Coffee B,Coffee D,Coffee B,I primarily work in person,$40-$60,,Yes,Yes,$10-$15,$10-$15,Yes,$100-$300,Yes,Female,Bachelor's degree,White/Caucasian,Employed part-time,None,Democrat
421KXY,55-64 years old,More than 4,At home,Coffee brewing machine (e.g. Mr. Coffee),,,,Regular drip coffee,,No - just black,,,Full Bodied,Somewhat strong,French,Full caffeine,3,Coffee C,Coffee D,Coffee C,I primarily work from home,<$20,,Yes,No,$4-$6,$4-$6,No,Less than $20,Yes,Male,Bachelor's degree,White/Caucasian,Employed full-time,2,
EPBxlN,35-44 years old,Less than 1,At home,Instant coffee,,,,Regular drip coffee,,,,,Fruity,,Medium,Decaf,4,,,,,,,,,,,,,,,,,,,
oA026x,35-44 years old,3,"At the office, At home",Pour over,,,,Regular drip coffee,,No - just black,,,Full Bodied,Medium,Medium,Full caffeine,4,Coffee A,Coffee A,Coffee A,I primarily work in person,$20-$40,,Yes,Yes,$8-$10,$8-$10,Yes,$50-$100,Yes,Male,Bachelor's degree,White/Caucasian,Employed full-time,3,Democrat
8dJZzO,25-34 years old,1,At the office,,,,,Cortado,,No - just black,,,Fruity,Very strong,Light,Full caffeine,9,Coffee B,Coffee D,Coffee B,I do a mix of both,$20-$40,,Yes,Yes,$8-$10,$6-$8,Yes,"More than $1,000",Yes,Male,Bachelor's degree,White/Caucasian,Employed full-time,None,Democrat
OAj7zK,45-54 years old,2,"At home, On the go","Coffee extract (e.g. Cometeer), Pod/capsule machine (e.g. Keurig/Nespresso)",,"National chain (e.g. Starbucks, Dunkin), Local cafe",,Latte,,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener, Flavor syrup",,"Flavored coffee creamer, Oat milk",Caramalized,Somewhat strong,Medium,Full caffeine,3,,,,,,,,,,,,,,,,,,,
8dJZN5,55-64 years old,More than 4,"At home, On the go, At the office","Pour over, French press, Coffee brewing machine (e.g. Mr. Coffee)",,"National chain (e.g. Starbucks, Dunkin), Drive-thru",,Cappuccino,,"Milk, dairy alternative, or coffee creamer",,Whole milk,Chocolatey,Somewhat strong,Medium,Full caffeine,6,Coffee C,Coffee D,Coffee C,I primarily work from home,$20-$40,,Yes,No,$4-$6,$8-$10,Yes,$100-$300,Yes,Female,Bachelor's degree,White/Caucasian,Employed full-time,None,Independent
YZo4r0,25-34 years old,,"At home, At the office","Pour over, Coffee brewing machine (e.g. Mr. Coffee), Cold brew",,,,Pourover,,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",,Whole milk,Caramalized,Somewhat strong,Medium,Full caffeine,6,,,,,,,,,,,,,,,,,,,
EPBxxN,25-34 years old,2,"At home, On the go","Cold brew, Other",Aeropress,Local cafe,,Regular drip coffee,,No - just black,,,Bold,Somewhat strong,Medium,Full caffeine,7,Coffee A,Coffee A,Coffee A,I primarily work in person,$20-$40,,Yes,Yes,$4-$6,$6-$8,No,$100-$300,Yes,Male,Master's degree,Asian/Pacific Islander,Student,None,Democrat
6d1Zx5,45-54 years old,2,"At home, On the go, At the office","Pour over, French press",,"Specialty coffee shop, National chain (e.g. Starbucks, Dunkin)",,Pourover,,"No - just black, Milk, dairy alternative, or coffee creamer, Sugar or sweetener",,Whole milk,Bright,Somewhat strong,Medium,Full caffeine,6,Coffee C,Coffee A,Coffee C,I do a mix of both,$20-$40,,Yes,Yes,$6-$8,$8-$10,No,$100-$300,Yes,Female,Doctorate or professional degree,White/Caucasian,Employed full-time,3,No affiliation
lN060X,45-54 years old,1,At the office,,,,,Regular drip coffee,,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",,Half and half,Chocolatey,Medium,Medium,Decaf,4,Coffee B,Coffee A,Coffee B,I primarily work in person,<$20,,Yes,No,$6-$8,$6-$8,Yes,$100-$300,Yes,Female,Master's degree,White/Caucasian,Employed full-time,None,No affiliation
421K15,18-24 years old,3,At home,"Pour over, French press",,,,Cappuccino,,No - just black,,,Bold,Somewhat strong,Medium,Full caffeine,5,Coffee B,Coffee A,Coffee B,I primarily work in person,$40-$60,,Yes,No,$6-$8,$6-$8,Yes,$100-$300,Yes,Male,Bachelor's degree,White/Caucasian,Employed full-time,None,Democrat
WAeRVL,35-44 years old,3,"At home, At the office, At a cafe","Espresso, Bean-to-cup machine",,,,Espresso,,No - just black,,,Full Bodied,Very strong,Light,Full caffeine,7,Coffee C,Coffee D,Coffee D,I primarily work in person,$20-$40,Love the culture and social aspects.,Yes,Yes,$4-$6,$4-$6,No,"More than $1,000",Yes,Male,Doctorate or professional degree,Hispanic/Latino,Employed full-time,2,No affiliation
zK07oa,35-44 years old,2,At home,Pour over,,,,Pourover,,No - just black,,,Juicy,Medium,Light,Full caffeine,7,,,,,,,,,,,,,,,,,,,
vN0Pp0,18-24 years old,Less than 1,None of these,,,,,Mocha,,"Milk, dairy alternative, or coffee creamer, Other",Chocolate,Oat milk,Chocolatey,,Medium,,1,Coffee C,Coffee D,Coffee D,,,,No,,,,,,,Female,,,,,Democrat
oA02LX,35-44 years old,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7dJN5Z,55-64 years old,Less than 1,At home,Coffee brewing machine (e.g. Mr. Coffee),,,,Regular drip coffee,,"Sugar or sweetener, Milk, dairy alternative, or coffee creamer",,Coffee creamer,Chocolatey,Medium,Medium,Full caffeine,3,Coffee B,Coffee A,Coffee B,I primarily work in person,<$20,,Yes,No,$6-$8,$6-$8,Yes,$100-$300,Yes,Male,,,,,
VZ9z7v,>65 years old,More than 4,At home,Pour over,,,,Regular drip coffee,,No - just black,,,Full Bodied,Very strong,Medium,Full caffeine,5,Coffee A,Coffee A,Coffee A,,,,,,,,,,,,,,,,
J2VOgo,25-34 years old,2,At home,"Pour over, Espresso",,,,Pourover,,"No - just black, Milk, dairy alternative, or coffee creamer",,Whole milk,Fruity,Very strong,Light,Full caffeine,8,Coffee A,Coffee A,Coffee B,I primarily work from home,$60-$80,,Yes,Yes,$10-$15,$10-$15,No,"More than $1,000",Yes,Male,Bachelor's degree,Asian/Pacific Islander,Homemaker,None,No affiliation
eBNRqx,25-34 years old,2,"At a cafe, At the office",,,,,Regular drip coffee,,"Milk, dairy alternative, or coffee creamer",,Half and half,Full Bodied,Medium,Light,Decaf,3,Coffee A,Coffee D,Coffee D,I do a mix of both,$40-$60,,Yes,No,$4-$6,$8-$10,,$100-$300,Yes,Male,Doctorate or professional degree,Asian/Pacific Islander,Employed full-time,None,No affiliation
9d67bK,18-24 years old,Less than 1,At home,"Pour over, French press, Pod/capsule machine (e.g. Keurig/Nespresso)",,,,Pourover,,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",,Half and half,Chocolatey,Very strong,Dark,Full caffeine,4,Coffee B,Coffee D,Coffee B,I primarily work in person,$40-$60,,Yes,Yes,$4-$6,$8-$10,Yes,$50-$100,Yes,Male,High school graduate,White/Caucasian,Employed part-time,None,Democrat
